mbirmi,tëggin,xeet,nettalin_fr,nettalin_wo
waral,[wʌrʌl],verbe transitif,faire rejoindre à la nouvelle mariée le domicile conjugal,Biig la waral doomam.
warale,[wʌrʌle],nom,,
warangi,[wʌrʌŋgi],verbe transitif,faire pivoter,Warangi na kubéer gi.
warax,[wʌrʌx],verbe transitif,avaler sans mâcher,Bàyyil warax gerte.
wareef,[wʌre:f],nom,"devoir, charge, obligation",Laaj nañu ko wareef yépp.
warga,[wʌrgʌ],nom,thé vert,Demal jëndi warga.
warngal,[wʌrŋgʌl],nom,,
waru,[wʌru],nom,attache de sandale,Sama waru dàll wi dog na.
was,[wʌs],nom,,
wasin,[wʌsin],verbe intransitif,accoucher,Astu wasin na démb.
wasin-wees,[wʌsinwe:s],nom,nouvelle accouchée,Wasin-wees wi supp lay naan.
waste,[wʌste],nom,"allégresse générale qui marque la fin de l’hivernage, fin de l’hivernage","Bët sébbi na, yàlla nanu Yàlla boole ca waste wa."
wat,[wʌt],verbe transitif,"raser le poil, couper les cheveux","Négal ba gaawu ba, nga wat sa doom."
wat,[wʌt],nom,grosse rame de direction,Wat ga damm na.
wataboor,[wʌtʌbɔ:r],nom,viande toute fraîche,Tey wataboor wi sàppi na ma.
wateef,[wʌte:f],nom,coiffure obtenue après coupe de cheveux,Wateef gu rafet lañu ko defal.
watiir,[wʌti:r],nom,"voiture hippomobile pour le transport des passagers, calèche",Demal wutali ma watiir.
watiit,[wʌti:t],nom,traînée,Lii watiitu jaan la.
watt,[wʌt:],verbe transitif,,
wattal,[wʌt:ʌl],nom,gris-gris pour une femme en état de grossesse,Téeré wattal la ko indil.
wattu,[wʌt:u],verbe transitif,"monter la garde, surveiller",Demal wattu tool ba.
wax,[wʌx],verbe transitif,"parler, dire",Wax ko li ma gis.
wax,[wʌx],nom,"paroles, dissension",Waaxam ji néexu ma.
waxambaane,[wʌxʌmba:ne],nom,jeune homme,Waxambaane yee fiy daje.
waxaale,[wʌxa:le],verbe transitif et intransitif,marchander,Na nga waxaale bala nga jënd.
waxaale,[wʌxa:le],nom,marchandage,Waxaale wu yàgg laaj na am jot.
waxaale,[wʌxa:le],nom,prétendant,Kooku du far du waxaale.
waxset,[wʌxset],nom,mois où les pluies sont abondantes,Waxset wi teru na.
waxtaan,[wʌxta:n],verbe transitif et intransitif,"converser, causer, s’entretenir",Kaay ñu waxtaan.
waxtaan,[wʌxta:n],nom,"conversation, causerie, entretien",Am nanu waxtaan wu am solo.
waxtéef,[wʌxte:f],nom,personne accusée d’anthropophagie symbolique,"Boo doon waxtéef, koo jàpp du mucc mukk."
waxtu,[wʌwtu],verbe intransitif,"délirer, soliloquer",Foo ko fekk mu ngay waxtu.
waxtu,[wʌxtu],nom,"temps qui passe, période, moment, heure",Ñaata waxtoo jot ?
waxu,[wʌxu],nom,angine,Dafa ànd ag waxu.
way,[wʌj],verbe intransitif,se coaguler,Soow mi way na.
wayu,[wʌju],verbe,"être taquin, turbulent",Sa doom jee wayu waay !
wayu,[wʌju],nom,"voyou, enfant turbulent",Ay wayoo dal ci kowam.
wàcc,[wac:],verbe transitif,"descendre, quitter le travail, s’en tirer avec honneur",Xale bi wàcc na garab gi.
wàjj,[waɉ:],verbe transitif,griller,Demal wàjj tuuti yàpp.
wàjj,[waɉ:],nom,grillade,Lekkagunu wàjj.
wàjji,[waɉ:i],verbe transitif,,
wàjji,[waɉ:i],nom,,
wàkkirlu,[wak:irlu],verbe transitif,s’en remettre à,Wàkkirlu naa ci Yàlla.
wàll,[wal:],verbe transitif,transmettre (une maladie),"Bu ko jege, dafa lay wàll ŋasam ji."
wàll,[wal:],nom,"part, quote-part, côté",Jox ma sama wàll.
wàlle,[wal:e],verbe intransitif,être contagieux (maladie),Ràmm dafay wàlle.
wàlli,[wal:i],verbe transitif,aller assister à un spectacle,Wàlli na ca sabar ga.
wàlliyaan,[wal:ija:n],nom,spectateur,Wàlliyaan ya ko dóor.
wàlliyu,[wal:iju],nom,saint personnage,"Kooku, dañu koy jiiñ wàlliyu."
wànnent,[wan:ent],verbe intransitif,être atteint de conjonctivite,Kañ la sa doom ji wànnent ?
wànnent,[wan:ent],nom,conjonctivite,Sa wànnent wi wér na.
wànde,[wande],verbe intransitif,cotiser pour un achat,Kaayleen nu wànde jënd xar.
wànde,[wande],conjonction,"mais, cependant","Bëggoon naa ñów, wànde dama amoon lu ma téq."
wàngarñi,[waŋgʌrɲi],verbe transitif,retourner,Dama ko daan mu wàngarñi ma.
wànq,[waŋq],nom,cantharide,Wànq yaa yàq toolu dugubam.
wànqi,[waŋqi],verbe transitif,dégager sur les côtés,Wànqil këriñ gi.
wànte,[wante],conjonction,,
wànteer,[wante:r],verbe,"solder, liquider",Kaay ma wànteer la sama xar mi.
wànteer,[wante:r],nom,"solde, liquidation",Maa ngi ko jënde ca wànteer wa.
wàññi,[waɲ:i],verbe intransitif,"diminuer, baisser un prix",Naar bi du nangoo wàññi.
wàpp /né/,[wap:],coverbe,être immobile à terre,"Mu ngi né wàpp, di deglu."
wàq,[waq],nom,aine,Wàq wee neewi.
wàqi,[waqi],verbe transitif,enlever la terre d’un trou,Dama doon wàqi kan mi.
waa,[wa:],nom,"un certain homme, quelqu’un",Waa ja dem na.
waaf,[wa:f],verbe intransitif,se ramasser sur soi-même,Xeer wa dalu ko ndax dafa waafoon.
waaj,[wa:ɉ],verbe intransitif,se préparer,Faatoo ngi waaj a dem.
waaj,[wa:ɉ],nom,préparatifs,Sa waaj mi yàgg na de.
waajtaay,[wa:ɉta:j],nom,somme que donne le mari pour les préparatifs de sa femme avant le départ pour le domicile conjugal,Waajtaay lañu koy laaj.
waajur,[wa:ɉur],nom,parents géniteurs,Teel na maa ñàkk i waajur.
waame,[wa:me],nom,pluie diluvienne,Waame gëj na fi.
waane,[wa:ne],verbe,"se mêler de tout, être ingénieux, malin",Dafa waane lu lu xew mu bëgg ko xam.
waañ,[wa:ɲ],nom,cuisine,Ubbil waañ wi.
waaŋ-waaŋ,[wa:ŋwa:ŋ],nom,va-et-vient que fait la femme en état de grossesse lorsqu’elle est en travail,Sama jabar a nga ci waaŋ-waaŋ ji.
waar,[wa:r],verbe transitif,"prêcher, exhorter",Sëriñ baa ngi waar mbooloo mi.
waar,[wa:r],nom,"partie de terrain à cultiver, tâche, besogne",Waar wu mag la ma sas.
waas,[wa:s],verbe transitif,écailler,Faatu demal waas jën yi.
waas,[wa:s],nom,tilapies,"Jënu firiir, waas laa ci taamu."
waasintóor,[wa:sinto:r],nom,écaille,Dindil waasintóor yi.
waat,[wa:t],verbe transitif,"jurer, prêter serment",Waat na ne sa baay ñów na.
waaw,[wa:w],,oui,"Waaw, demal nag."
waaw,[wa:w],interjection,Hé bien !,"Waaw ! yow, looy def ?"
waaw,[wa:w],verbe,être bref (pour la course du soleil),Jant bi dafa waaw.
waaw,[wa:w],nom,bon vouloir,Mu ngi nekk ci waawi sëriñ bi.
waax,[wa:x],nom,"débarcadère, port",Gaal gaa ngi ci waax bi.
waaxañ-waaxañi,[wa:xʌɲwa:xʌɲi],verbe intransitif,marcher avec fougue,Séen naa ko muy waaxañ-waaxañi.
waaxañ-waaxañ,[wa:xʌɲwa:xʌɲi],nom,démarche fougueuse,Sa waaxañ-waaxañ jee ma tiital.
waaxu,[wa:xu],verbe intransitif,"marcher à grands pas, marcher vite, se hâter",Sambaa ngiy waaxu di ñów.
waay,[wa:j],nom,"(un) certain homme, quelqu’un",Benn waay ñów na.
waay,[wa:j],interjection,marquant la surprise,Waay ! dangay dem ?
waaye,[wa:je],conjonction,mais,"Ñów na, waaye dafay dellu."
we,[we],nom,"ongle, sabot, griffe, serre, empreinte de griffes",Dogal ma samay we.
we,[we],verbe transitif,"engager dans, emmancher",We na jaaro bi ci baaraaman.
wecc,[wec:],coverbe,être très (propre),Musóor gi set na wecc.
weccee,[wec:e:],verbe intransitif,s’échanger mutuellement,Kaay nu weccee i dàll.
weccet,[wec:et],nom,"monnaie, argent en pièces",Dello ma sama weccet.
wecci,[wec:i],verbe transitif,"changer, échanger, troquer, faire la monnaie",Wecci ma dugub ji am soow.
weccikoo,[wec:ikɔ:],verbe,être équivalent,Li nga ma feye ag li ma la joxoon weccikoowuñu.
weccit,[wec:it],nom,,
weddi,[wed:i],verbe transitif,"nier, contredire",Bul weddi li nga waxoon.
wef,[wef],verbe intransitif,"crier en parlant du chiot, japper",Kuti baa ngiy wef.
weg,[weg],verbe transitif,"considérer, respecter, avoir des égards pour",Weg nay kilifaam.
wekki,[wek:i],verbe,"dégager de, démonter, démancher",Wekki na lam bi.
wel,[wel],verbe,être perdu (objet en gage),Sama lam ba wel na.
wel,[wel],nom,renard des sables,Wel yi dañuy yàq tool yi.
welo,[welɔ],nom,vélo,Demal ne ko mu abal ma welo.
wellaxle,[wel:ʌxle],verbe transitif et intransitif,"faire les yeux doux, faire l’innocent","Soxlawul ngay wellaxle, doo ci am."
wengal,[weŋgʌl],verbe transitif,pencher (quelque chose),Wengalal kàddir gi sog a yekk.
wengalu,[weŋgʌlu],verbe intransitif,s’asseoir sur une fesse,Taabam gee tax muy wengalu.
weñ,[weɲ],nom,mouche,Ubal ñam wi weñ yi bare nañu.
weñ,[weɲ],nom,"métal, fer",Weñ gi gaañ na ma.
weñe,[weɲe],verbe,"être rouillé, être taché par la rouille",Sa mbubb mi dafa weñe.
werante,[werʌnte],verbe transitif et intransitif,"échanger des avis contraires, discuter de, débattre de",Lu ngeen di werante ?
werreg,[wereg],nom,gommier (acacia Sénégal),Soccub wereg laa bëgg.
werekcekk,[werekcek:],verbe intransitif,avoir une insomnie,Damay werekcekk suma naanee kafe.
werekcekk,[werekcek:],nom,insomnie,Werekcekk day indi mettitu bopp.
wereyaan,[wereja:n],nom,plante rampante (commelina forekalaei),Sama xar mi bëgg na wereyaan lool.
weri,[weri],verbe transitif,enlever ce qu’on a mis à sécher,"Demal weri póot ma, wow na."
wert,[wert],verbe,être vert,Musóor gu wert la takk.
wes,[wes],verbe transitif et intransitif,donner un supplément après une vente,Wes na.
wes,[wes],nom,supplément donné pour faire plaisir à l’acheteur,Lii mooy wes gi ?
wesaŋ,[wesʌŋ],verbe,"se détacher en parlant de grains, de granulés","Sa ceebu tey bi wesaŋ na, démb dafa xawoon tooy."
wesar /né/,[wesʌr],coverbe,être éparpillé en abondance,"Oto bi dafa daanu, gerte gi né wesar ci digg tali bi."
weseŋ,[weseŋ],verbe,,
wet,[wet],nom,"côté, flanc, bord",Sama wet gi dafay metti.
weteñ,[weteɲ],nom,tique,Weteñ mën naa joxe opp.
weteñaamu,[weteɲa:mu],verbe intransitif,"folâtrer, papillonner dans l’intention de tarder","Du jubal mukk ñów, dafay weteñaamu rekk."
wetti,[wet:i],verbe transitif,déposer à la poubelle les restes d’un repas,Demal wetti laax bi.
wex,[wex],verbe,"être amer, aigre, acide, sévère",Soow mu wex la.
wextan,[wextʌn],nom,"bile, vésicule biliaire, sévérité",Bul fàttee dindi wextan wi.
weej,[weɉ],verbe,"être rendu public, être mis au grand jour",Li mu def weej na.
ween,[we:n],nom,"sein, mamelle",Ween yu taxaw la am.
weer,[we:r],verbe transitif,étendre au soleil,Demal weer sa póot.
weer,[we:r],nom,"lune, mois",Weer wi feeñ na.
weer,[we:r],nom,"verre, verre à boire",Weer bi toj na.
wees,[we:s],verbe,être dépassé,Loolu wees na.
weesaloo,[we:sʌlɔ:],verbe intransitif,se croiser,Yéena ngi weesaloo ci suba ba-tey.
weex,[we:x],verbe,être blanc,Mbubb mu weex la sol.
weexal,[we:xʌl],verbe transitif,rendre blanc,Weexal na taax mépp bala mu koy pentuur.
weexal,[we:xʌl],nom,somme payée pour un travail occulte,Jox naa ko weexal ga.
wéddi,[wed:i],verbe intransitif,reprendre les cours après une période de pause,Wéer leen ba tisbaar ngeen wéddi.
wékk,[wek:],verbe transitif,"accrocher, suspendre",Moo wékk fii mbaxanaam.
wékk-njugub,[wek:nɉugub],verbe intransitif,se suspendre par les pieds,"Bàyyil wèkk-njugub, caru garab gi mën naa damm."
wén,[wen],nom,palissandre du Sénégal (Pterocarpus erinaceus),Lii goppub wén la.
wéŋ,[weŋ],verbe transitif,projeter par un coup de reins,Mbaam mi wéŋ na ko.
wéq,[weq],verbe transitif,donner un coup de pied,Mbaam mi dafa wéq xali bi ci biir.
wéqu,[wequ],verbe intransitif,se débattre en lançant des coups de pied,"Xale baa ngiy wéqu, bëggul ñu yóbbu ko."
wér,[wer],verbe intransitif,"être en bonne santé, être guéri",Wér na léegi.
wéradi,[werʌdi],verbe,être maladif,Sama maam dafa wéradi léegi.
wéradi,[werʌdi],nom,maladie,Yàgg na ànd ag wéradi googu.
wér-gi-yaram,[wergijʌrʌm],nom,bonne santé,Gëj na am wér-gi-yaram gu wóor.
wéttal,[wet:ʌl],nom,personne qui tient compagnie à une autre,Yaay sama wéttal.
wéttali,[wet:ʌli],verbe transitif,tenir compagnie,Kaay wéttali ma.
wéx,[wex],nom,"coup de pied, donné par derrière",Wéx wu bon la ko sànni.
wéxéñ,[wexeɲ],nom,"zorille (Ictonyx striatus), petit mammifère carnassier, voisin du putois, et caractérisé par sa possibilité d’émettre une odeur nauséabonde",Loolu xetu wéxeñ la.
wéy,[wej],verbe transitif,continuer,"Ñów na démb, wéy na Maatam tey."
wéy,[wej],verbe intransitif,être dépassé,"Bàyyil mbir moomu, wéy na."
wéyale,[wejʌle],verbe transitif,"laisser passer, fermer les yeux","Tontul, bu ko wéyale."
wéyëŋ /né/,[wejəŋ],coverbe,"être totalement vidé de ses occupants, de ses meubles",Kër gaa ngi né wéyëŋ.
wéer,[we:r],verbe transitif,"poser contre, adosser",Wéeral àlluwa ji ci miir bi.
wéet,[we:t],verbe,"être seul, solitaire",Wéet nga tey.
wëcc,[wəc:],verbe transitif,,
wëgëj /né/,[wəgəɉ],coverbe,attraper au lasso,Dama né fas wi wëgëj buum ci baat bi.
wëgg,[wəg:],verbe transitif et intransitif,"tirer un seau d’un puits, abreuver un animal",Demal wëgg ba mbalka mi fees.
wëndéel,[wənde:l],verbe transitif,"faire tournoyer, faire tourbillonner","Bul wëndéel xale bi, dafay miir."
wëñ,[wəɲ],nom,fil,Yaa dog wëñ gi ?
wëq,[wəq],verbe transitif,enlever en grande quantité,Wëq na suuf si sépp.
wëq,[wəq],nom,cheville,Sa wëq wi dafa newi.
wër,[wər],verbe transitif,"faire le tour de, encercler",Wër naa tool bi.
wëréñ /né/,[wəreɲ],coverbe,,
wëriñ /né/,[wəriɲ],coverbe,faire volte-face,Née na wëriñ né mott.
wërngël,[wərŋgəl],nom,"cercle, circonférence, dévidoir",Duggal ci wërngel gi.
wërsëg,[wərsəg],nom,chance,Nit ku am wërsëg la.
wëtt,[wət:],verbe intransitif,paître,Xar ya wëtti nañu.
wëttéen,[wət:e:n],nom,cotonnier,Toolu wëttéen la bey.
wëttéen,[wət:e:n],nom,"coton, ouate",May ma tuuti wëttéen.
wëy,[wəj],interjection,traduisant la douleur,Wëy ! gaañu naa.
wicc,[wic:],verbe transitif,secouer (la tête) en signe de regret,"Bu xelam demee ci yaayam rekk, mu wicc boppam."
wicc-wicc,[wic:wic:],nom,"pluie fine, crachin",Wicc-wicc yàqul liggéey.
wiccax,[wic:ʌx],verbe transitif,secouer énergiquement pour projeter,Wiccax na ma ndox.
wif /né/,[wif],coverbe,"passer rapidement, en trombe",Saxaar dafa né wif romb ma.
wis,[wis],verbe intransitif,"pleuvioter, faire du crachin, bruiner",Mu ngiy wis.
wis,[wis],verbe transitif,humecter le linge avant de le repasser,Faatu wis na póot ma.
wis,[wis],verbe transitif,,
wis,[wis],nom,,
wis-wisal,[wiswisʌl],verbe intransitif,"bruiner, pleuvioter","Toogal xaar tuuti, mu ngiy wis-wisal."
witt,[wit:],verbe transitif,cueillir,Looy witt ci garab gi ?
wittéen,[wit:e:n],nom,botanique,
wittéen,[wit:e:n],nom,,
wiir,[wi:r],nom,toile servant à faire la voile,Jëndal ma wiir.
wiir,[wi:r],nom,toile de bâche,Baag bi wiir lañu ko defare.
wiiri,[wi:ri],verbe intransitif,faire un grand détour,Dafa wiiri soga ñów.
wodd,[wɔd:],verbe transitif,"habiller, attacher un pagne autour des reins",Wodd ko bala moo dem.
wogg,[wɔg:],nom,motte,May ma woggu cere.
wogganti,[wɔg:ʌnti],verbe transitif,réajuster (des chaussures ou des vêtements),"Nég ma, damay wogganti sama dàll."
wokk,[wɔk:],verbe transitif,gratter (une partie du corps),Mu ngiy wokk tànkam.
wol,[wɔl],verbe transitif et intransitif,réduire en farine,Jigéen ñaa ngiy wol ci ëtt bi.
wol,[wɔl],nom,"pilage, mouture, farine obtenue",Sa wol gi am na suuf.
wol,[wɔl],verbe transitif,souffler longuement,Faatoo ngi wol taal bi.
wolof,[wɔlɔf],nom,"ethnie du Sénégal, nom de la langue parlée par cette ethnie",Dégg nga wolof ?
woll-woll,[wɔl:wɔl:],nom,clochette,Woll-woll mbaam yee ma yee.
wollamiku,[wɔl:ʌmiku],verbe,être effronté,Xale bu wollamikoo ngi nii.
wolli,[wɔl:i],verbe transitif,éclaircir le mil,Dama doon wolli sama tool.
wommat,[wɔm:ʌt],verbe transitif,,
wommiku,[wɔm:iku],verbe intransitif,,
womb,[wɔmb],verbe transitif,,
womb,[wɔmb],nom,,
won,[wɔn],verbe transitif,montrer à,Won ma sa loxo.
wone,[wɔne],verbe transitif,montrer,Woneel sa bagaas.
wonk,[wɔŋk],verbe intransitif,,
woŋ,[wɔŋ],verbe transitif,taper sur le crâne avec les doigts pliés,Bu ko woŋ mukk.
woŋŋ,[wɔŋ:],verbe transitif,,
wopp,[wɔp:],verbe intransitif,,
wopp,[wɔp:],nom,,
wor,[wɔr],verbe transitif,"faire défaut, trahir",Bu ko wor mukk.
wor,[wɔr],nom,"trahison, manquement",Woram gi yàgg na ci moom.
wori,[wɔri],verbe intransitif,"rompre le jeûne, fêter la rupture du jeûne chez les musulmans",Wori nañu démb.
worma,[wɔrmʌ],nom,"déférence, égard",Sa baay ku am worma lawoon.
woroo,[wɔrɔ:],verbe intransitif,"être différent, ne pas s’accorder",Seen wax ji wooro na.
wos,[wɔs],nom,support pour la marmite,Wos waa ngi.
wottu,[wɔt:u],verbe transitif,,
wow,[wɔw],verbe,être sec,Póot mi wow na.
wow-loxo,[wɔwlɔxɔ],verbe,être,"Dafa wow-loxo, kenn mënul jële ci moom dara."
woy,[wɔj],verbe transitif et intransitif,"chanter, chanter les louanges",Ku mën a woy la.
woy,[wɔj],nom,"chant, air, chanson",Déglul woy wu neex woowu.
woyaf,[wɔjʌf],verbe,"être léger, être de caractère peu difficile, être accommodant",Nit ku woyaf fu mu dem mën faa dëkk.
woyaan,[wɔja:n],verbe transitif et intransitif,"quémander, louer quelqu’un pour en recevoir un don",Dem na woyaani xaalis.
woyof,[wɔjɔf],verbe,,
woo,[wɔ:],verbe transitif,appeler,"Wuyul sa yaay, mu ngi lay woo."
wooj,[wɔ:ɉ],verbe transitif,faire revenir quelqu’un qui se trouve loin de son pays par des pratiques occultes,"Boo bëggee mu ñów, wooj ko."
woom,[wɔ:m],verbe,être d’un bon rapport,Tool bi woom na.
woor,[wɔ:r],verbe transitif et intransitif,"jeûner, faire carême",Abdu woor na tey.
woos,[wɔ:s],verbe,être racé,Mbër balaa rafet dafay woos.
woote,[wɔ:te],verbe transitif,"appeler les gens, convoquer","Taaj nañu añ, demal woote."
wóllëré,[wɔl:əre],nom,relation (personne),"Kooku du sama wóllëré rekk, sama xarit la."
wóttóoral,[wot:o:rʌl],verbe,être d’une avarice sordide,Moom bëggewul rekk yem ci dafa wóttóoral.
wóyëŋ,[wojəŋ],nom,grelot,Takkalal fas wi ay wóyëŋ.
wóolu,[wo:lu],verbe transitif,avoir confiance en,Wóolu naa la.
wóor,[wo:r],verbe,être sûr,Nit ku wóor la.
wóor,[wo:r],nom,grains de céréale grossièrement pilés,"Booy wol dugub ji, bàyyi ci wóor wu bari."
wóoy,[wo:j],verbe transitif et intransitif,vanner pour séparer les grains les plus grossiers,"Wóoy na ba-noppi, wóor waa ngi."
wudd,[wud:],verbe transitif,"mettre un animal au repos pour lui donner des forces, pour l’engraisser",Sàndarma yi dañuy wudd seeni fas at mu ne.
wudd,[wud:],nom,écurie,Fas waa ngi ci wudd wi.
wujj,[wuɉ:],nom,co-épouse ; rivale,Am na léegi ñari wujj.
wujje,[wuɉ:e],verbe transitif et intransitif,"avoir le même mari, rivaliser",Dañu daan wujje.
wulli,[wul:i],verbe transitif,assouplir (une peau) par battage,Naar bi wulli na der bi.
wunni,[wun:i],verbe intransitif,se raviver en parlant d’une plaie infectée qui était en voie de guérison,Góomam bi dafa wunni bi mu ci defee sunguf si.
wund,[wund],nom,chat,Wund wi sàcc na yàpp wi.
wundu,[wundu],nom,,
wuññi,[wuɲ:i],verbe transitif,"dévoiler, mettre à nu, détruire (réputation, honneur)",Bu ko wuññi ci biir mbooloo mi.
wuré,[wure],verbe intransitif,jouer au “wuré”,Kaay nu wuré.
wuré,[wure],nom,jeu à trous et à pions comprenant quatre ou six trous dans chaque camp,Wuré wi dem na këŋŋ.
wuruj,[wuruɉ],verbe intransitif,abuser de la bonne foi de quelqu’un,"Nit kuy wuruj, kenn du ko wóolu."
wurus,[wurus],nom,or,Wurus jafe na fi.
wurr /né/,[wur:],coverbe,jeter brutalement,"Dafa né caabi ja wurr, ma for ko."
wut,[wut],verbe transitif,chercher,Looy wut ?
wuy,[wuj],nom,fruit du baobab,Tojal wuy wi.
wuyu,[wuju],verbe transitif,répondre à un appel,Wuyul ki lay woo.
wuudé,[wu:de],nom,cordonnier,Demal seeti wuudé ba.
wuuf,[wu:f],verbe transitif,prendre un enfant sur ses genoux,Dafa wuuf doomam.
wuum,[wu:m],verbe intransitif,avoir les dents agacées,"Mënumaa yëy dara, damaa wuum."
wuut,[wu:t],verbe transitif,remplacer,Ku la wuut ci sa palaas ?
