mot_vedette,prononciation,catégorie_grammaticale,ex_wol,ex_fra
tëdd,[təd:],verbe,,
teddi,[ted:i],verbe,,
tee,[te:],verbe,,
teeb /né/,[te:b],coverbe,,
teefanke,[te:fʌŋke],nom,,
téegal,[te:gʌl],nom,,
téegal,[te:gʌl],verbe,,
téegu,[te:gu],verbe,,
teel,tɛ:l,adjectif,,
teel,[te:l],verbe,,
téeméer,te:me:r,,,
téeméer,[te:me:r],nom,,
téeméer,[te:me:r],numéral,,
teen,[te:n],nom,,
teeñ,tɛ:ɲ,,,
teeñ,[te:ɲ],nom,,
teeñ,[te:ɲ],verbe,,
téen,[te:n],verbe,,
téeñ,[te:ɲ],nom,,
teengaade,[te:ŋga:de],nom,,
teeŋ,[te:ŋ],adjectif,,
teer,[te:r],verbe,,
teeraas,tɛ:rɐ:s,nom,,
téere,,,,
téere,,nom,,
téeré,[te:re],nom,,
teertu,[te:rtu],nom,,
teertu,[te:rtu],verbe,,
teeru,[te:ru],nom,,
teeru,[te:ru],verbe,,
tees,,,,
tees,[te:s],verbe,,
téesante,[te:sʌnte],nom,,
téesante,[te:sʌnte],verbe,,
teet,tɛ:t,nom,,
teew,tɛ:w,adjectif,,
teew,[te:w],verbe,,
teewaay,tɛ:wɐ:y,nom,,
teewe,[te:ye],verbe,,
teewlu,[te:wlu],verbe,,
teew-mi-teew,[te:wmite:w],adverbe,,
teey,[te:j],,,
teey,tɛ:y,adjectif,,
teeyal,tɛ:yɐl,verbe,,
teeylu,[te:jlu],verbe,,
tef,[tef],nom,,
tefes,[tefes],nom,,
tefesu,[tefesu],verbe,,
tëfli,[təfli],,,
tëfli,təfli,verbe,,
tëf /né/,[təf],coverbe,,
tëf-tef,təftəf,nom,,
tëf-tëf,[təftəf],nom,,
teg,tɛg,,,
teg,[teg],nom,,
teg,[teg],verbe,,
tëgal,[təgʌl],verbe,,
tegale,tɛgɐlɛ,verbe,,
tegaloo,tɛgɐlɔ:,adjectif,,
teg ci,tɛgci,,,
tege,tɛgɛ,adjectif,,
tege,tɛgɛ,nom,,
tégét,teget,nom,,
tegg,tɛg:ᵊ,,,
tëgg,[təg:],,,
tëgg,təg:,adjectif,,
tëgg,[təg:],nom,,
tëgg,təg:,verbe,,
tëgge,təg:ɛ,verbe,,
tëggé,[təg:e],verbe,,
teggi,[teg:i],nom,,
teggi,[teg:i],verbe,,
teggiku,tɛg:iku,adjectif,,
teggin,[teg:in],nom,,
tëggkat,təg:kɐt,nom,,
tegg /né/,[teg:],coverbe,,
tegle,[tegle],,,
tegle,[tegle],nom,,
tegle,tɛglɛ,verbe,,
tegoo,[tegɔ:],verbe,,
tegtal,[tegtʌl],nom,,
tegtal,[tegtʌl],verbe,,
tëj,[təɉ],verbe,,
tëju,,,,
tekk,tɛkʰ,,,
tekk,[tek:],adjectif,,
tekki,tɛk:i,adjectif,,
tekki,[tek:i],verbe,,
tekk /né/,[tek:],coverbe,,
tëkku,[tək:u],verbe,,
tël,,,,
tël,[təl],verbe,,
télbati,telbɐti,adjectif,,
télbati,[telbʌti],verbe,,
tele,tɛlɛ,nom,,
tële,,,,
tëlé,[təle],verbe,,
tëlëj,[tələɉ],nom,,
telesu,tɛlɛsu,verbe,,
tell,tɛl:,adjectif,,
tell,[tel:],verbe,,
téll,,,,
tëll,[təl:],nom,,
telle,[tel:e],nom,,
tëllëj,təl:əɟ,,,
tëlliisu,təl:i:su,adjectif,,
tëlsi,[təlsi],nom,,
tem,tɛm,,,
tëmb,[təmb],verbe,,
tëmbal,[təmbʌl],nom,,
tëmbal,təmbal,verbe,,
tembar,[tembʌr],nom,,
tembare,tɛmbɐrɛ,,,
tembe,tɛmbɛ,,,
tembe,[tembe],adverbe,,
tembere,tɛ,,,
témbóo,[tembo:],verbe,,
temm,tɛm:ᵊ,,,
temm /né/,[tem:],coverbe,,
temp,[temp],verbe,,
tendeefal,[tende:fʌl],verbe,,
tene,[tene],nom,,
tëng,[təŋg],nom,,
tengaade,tɛŋɐ:dɛ,nom,,
tëngéej,,,,
ténj,[tenɉ],nom,,
ténj,[tenɉ],verbe,,
tënk,[təŋk],nom,,
tënk,[təŋk],verbe,,
tenkoñ,tɛŋkɔɲ,adjectif,,
tenq,tɛŋq,nom,,
ténq,téŋq,nom,,
tenqi,[teŋqi],verbe,,
tenqo,tɛŋqɔ,nom,,
tëñu,[təñu],verbe,,
teŋ-teŋ,[teŋteŋ],nom,,
tepax,tɛpax,nom,,
tépparle,tép:ɐrlɛ,verbe,,
teppi,[tep:i],verbe,,
teppiku,tɛp:iku,adjectif,,
teppiku,[tep:iku],verbe,,
tepp-tepp,[tep:tep:],nom,,
téq,[teq],verbe,,
teqale,[teqʌle],verbe,,
teqamtal,tɛqɐmtɐl,verbe,,
téqtal,[teqtʌl],verbe,,
téq-téq,[teqteq],nom,,
tër,[tər],nom,,
tër,[tər],verbe,,
teraanga,[tera:ŋgʌ],nom,,
teraas,[tera:s],nom,,
tëraay,tərɐ:l,nom,,
teral,[terʌl],verbe,,
tëral,[tərʌl],verbe,,
terambi,tɛrɐmbi,verbe,,
tere,[tere],verbe,,
tereet,[tere:t],nom,,
tërëf,[tərəf],verbe,,
tërëx,tərəx,nom,,
teri,[teri],verbe,,
tëri,təri,verbe,,
tërin,tərin,nom,,
ter-teri,tɛrtɛri,verbe,,
terteri,[terteri],verbe,,
teru,[teru],verbe,,
tëru,[təru],verbe,,
tésbati,[tesbʌti],verbe,,
téstën,[testən],nom,,
tëstën,[təstən],nom,,
tés-tés,[testes],nom,,
tës-tës,[təstəs],nom,,
tés-tési,[testesi],verbe,,
tette,[tet:e],verbe,,
tex,tɛx,verbe,,
tëx,təx,adjectif,,
tëx,[təx],nom,,
tëx,[təx],verbe,,
texe,[texe],verbe,,
texeedi,tɛxɛ:di,adjectif,,
téxét,texet,adjectif,,
textexaan,[textexa:n],verbe,,
tey,[tej],adverbe,,
tey,tɛy,nom,,
tey,[tej],verbe,,
téye,teyɛ,verbe,,
téyé,[teje],verbe,,
tib,tib,nom,,
tibb,[tib:],nom,,
tibb,[tib:],verbe,,
tibbaate,[tib:a:te],,,
tibbaate,tib:ɐ:tɛ,verbe,,
ticc,ticᵊ,,,
ticc,[tic:],coverbe,,
tif,[tif],nom,,
tifli,[tifli],,,
tifli,tifli,verbe,,
tiflit,tiflit,nom,,
tigadege,[tigʌdege],nom,,
tigi,tigi,,,
tiib /né/,[ti:b],coverbe,,
tiijaan,ti:ɟɐ:n,nom,,
tiim,ti:m,adjectif,,
tiim,[ti:m],verbe,,
tiiñ,[ti:ɲ],verbe,,
tiiñal,[ti:ɲʌl],verbe,,
tiir,[ti:r],nom,,
tiis,[ti:s],nom,,
tiis,[ti:s],verbe,,
tiisoo,[ti:so:],verbe,,
tiisu,[ti:su],,,
tiisu,ti:su,verbe,,
tiit,ti:t,adjectif,,
tiit,[ti:t],verbe,,
tiitaange,[ti:ta:ŋge],nom,,
tiitar,[ti:tʌr],nom,,
tiitaru,ti:tɐru,verbe,,
tijji,[tiɉ:i],verbe,,
tikk,tikᵊ,adjectif,,
tikkar,tik:ɐr,nom,,
tikki,[tik:i],verbe,,
tilim,tilim,adjectif,,
tilim,[tilim],nom,,
tilim,[tilim],verbe,,
tilimal,tilimɐl,verbe,,
till,[til:],nom,,
timbi,[timbi],verbe,,
timis,[timis],nom,,
tin,[tin],nom,,
tin,[tin],verbe,,
tiñ,tiɲ,nom,,
tipp,[tip:],verbe,,
tippante,tip:ɐntɛ,adjectif,,
tippante,[tip:ʌnte],verbe,,
tipp /né/,[tip:],coverbe,,
tipp-tipp,[tip:tip:],nom,,
tis,[tis],,,
tis,tis,verbe,,
tisati,tisɐti,adjectif,,
tisati,[tisʌti],verbe,,
tisbaar,[tisba:r],nom,,
tisióoli,tisyoli,verbe,,
tisli,[tisli],verbe,,
tisóoli,[tiso:li],verbe,,
tiwaawan,,,,
tobb,tɔbᵊ,nom,,
tobbi,[tɔb:i],verbe,,
tócc,tocᵊ,,,
toccami,tɔc:ɐmi,verbe,,
toccamiku,[tɔc:ʌmiku],verbe,,
tócc /né/,[toc:],coverbe,,
tof,[tɔf],nom,,
tofal,[tɔfʌl],verbe,,
tofo,[tɔfɔ],nom,,
toftal,tɔftɐl,verbe,,
togg,tɔgᵊ,nom,,
togg,[tɔg:],verbe,,
toggoo,tɔg:ɔ:,verbe,,
togg-saabu,[tɔg:sa:bu],verbe,,
toj,[tɔɉ],,,
toj,tɔɟ,verbe,,
tojal,[tɔɉʌl],nom,,
tojal,[tɔɉʌl],verbe,,
toje,tɔɟɛ,nom,,
toje,tɔɟɛ,verbe,,
tojit,tɔɟit,nom,,
tojle,tɔɟlɛ,adjectif,,
toj-toj,tɔɟtɔɟ,nom,,
tokkoo,[tɔk:ɔ:],nom,,
tol,[tɔl],nom,,
toll,tɔlᵊ,,,
toll,[tɔl:],coverbe,,
tollale,[tɔl:ʌle],nom,,
tollale,[tɔl:ʌle],verbe,,
tóllanti,[tol:ʌnti],verbe,,
tolloo,tɔl:ɔ:,adjectif,,
tolloo,[tɔl:ɔ:],verbe,,
tollu,tɔl:u,adjectif,,
tollu,[tɔl:u],verbe,,
tomb,[tɔmb],nom,,
tomb,[tɔmb],verbe,,
tombe,[tɔmbe],verbe,,
tond,tɔnd,adjectif,,
tond,[tɔnd],verbe,,
tondoxo,tɔndɔxɔ,nom,,
tonet,tɔnɛt,verbe,,
tonet /né/,[tɔnet],coverbe,,
tongoo,[tɔŋgɔ:],verbe,,
tongu,[tɔŋgu],verbe,,
tonk,tɔŋk,adjectif,,
tonk,[tɔŋk],verbe,,
tonkoro,[tɔŋkɔrɔ],nom,,
tonni,[tɔn:i],verbe,,
tono,tɔnɔ,nom,,
tonqi,[tɔŋqi],verbe,,
tont,[tɔnt],nom,,
tontu,tɔntu,nom,,
tontu,[tɔntu],verbe,,
tonu,tɔnu,adjectif,,
toŋ,[tɔŋ],verbe,,
toŋal,[tɔŋʌl],verbe,,
toŋŋ,tɔŋ:,,,
toŋŋ /né/,[tɔŋ:],coverbe,,
toŋ-toŋ,tɔŋtɔŋ,nom,,
toŋ-toŋ,[tɔŋtɔŋ],verbe,,
tooba,tɔ:bɐ,nom,,
toobo,[tɔ:bɔ],nom,,
toof,[tɔ:f],nom,,
toog,[tɔ:g],verbe,,
toogaanu,tɔ:gɐ:nu,nom,,
toogaay,tɔ:gɐ:y,nom,,
tooge,[tɔ:ge],verbe,,
toogin,tɔ:gin,nom,,
toogu,[tɔ:gu],nom,,
tóoj,[to:ɉ],nom,,
tóoj,[to:ɉ],verbe,,
tooke,[tɔ:ke],nom,,
tooke,tɔ:kɛ,verbe,,
tóokër,[to:kər],nom,,
tool,[tɔ:l],nom,,
tóol,to:l,adjectif,,
tóol,[to:l],verbe,,
toole,[tɔ:le],nom,,
tooñ,[tɔ:ɲ],verbe,,
tóor,,,,
toor-toor,tɔ:rtɔ:r,nom,,
toortoor,[tɔ:rtɔ:r],nom,,
tóor-tóor,to:rto:r,,,
tóor-tóor,to:rto:r,nom,,
tóor-tóor,to:rto:r,verbe,,
tóortóor,[to:rto:r],nom,,
tóortóor,[to:rto:r],verbe,,
tóox,to:x,adjectif,,
tooy,tɔ:y,adjectif,,
tooy,[tɔ:j],nom,,
tooy,[tɔ:j],verbe,,
tóoy,to:y,adjectif,,
tóoy,[to:j],verbe,,
tooyal,tɔ:yɐl,verbe,,
tooy-tooy,[tɔ:jtɔ:j],nom,,
topp,[tɔp:],verbe,,
toppal,[tɔp:ʌl],verbe,,
toppale,tɔp:ɐlɛ,verbe,,
toppandoo,[tɔp:ʌndɔ:],verbe,,
toppante,tɔp:ɐntɛ,verbe,,
toppatoo,tɔp:ɐtɔ:,nom,,
toppatoo,[tɔp:ʌtɔ:],verbe,,
toppoo,[tɔp:ɔ:],verbe,,
toppu,[tɔp:u],verbe,,
toq,[tɔq],nom,,
toq,[tɔq],verbe,,
tóq,[toq],nom,,
toqan,tɔqɐn,nom,,
toqental,[tɔqentʌl],nom,,
toqental,tɔqɛntɐl,verbe,,
toqi,tɔqi,adjectif,,
toqi,[tɔqi],verbe,,
torop,tɔrɔp,,,
torox,tɔrɔx,adjectif,,
torox,[tɔrɔx],verbe,,
toroxal,tɔrɔxɐl,verbe,,
toroxlu,[tɔrɔxlu],verbe,,
toroxte,[tɔrɔxte],nom,,
tos,[tɔs],nom,,
tos,[tɔs],verbe,,
toskan,[tɔskʌn],nom,,
toskan,[tɔskʌn],verbe,,
toskare,tɔskɐrɛ,adjectif,,
toskare,[tɔskʌre],nom,,
toskare,[tɔskʌre],verbe,,
tot,[tɔt],verbe,,
tott,[tɔt:],coverbe,,
tóx,[tox],,,
toxal,tɔxɐl,verbe,,
toxoñ,[tɔxɔɲ],verbe,,
toxoñu,tɔxɔɲu,verbe,,
toxoro,[tɔxɔrɔ],nom,,
toxoro,[tɔxɔrɔ],verbe,,
toxu,[tɔxu],verbe,,
tóxu,[toxu],nom,,
toyaay,tɔyɐ:y,nom,,
toyy,tɔy:,,,
toyy,[tɔj:],coverbe,,
toηη,,,,
tubaab,[tuba:b],nom,,
tubaarfakàlla,,,,
tubbi,[tub:i],verbe,,
tubey,,,,
tubéy,[tubej],nom,,
tucc-tuccal,[tuc:tuc:ʌl],verbe,,
tudd,[tud:],nom,,
tudd,[tud:],verbe,,
tuddante,tudɐntɛ,verbe,,
tudde,[tud:e],verbe,,
tuddeeful,[tud:e:ful],nom,,
tuddu ma laa mbaay,tudumɐlɐ:mbɐ:y,nom,,
tufe,,,,
tufe,[tufe],verbe,,
tufli,[tufli],,,
tufu,[tufu],interjection,,
tugal,[tugʌl],nom,,
tukkal,tuk:ɐl,adjectif,,
tukkal,[tuk:ʌl],nom,,
tukkal,[tuk:ʌl],verbe,,
tukkee,tuk:ɛ:,verbe,,
tukki,[tuk:i],nom,,
tukki,[tuk:i],verbe,,
tukkurmuut,[tuk:urmu:t],nom,,
tukkurmuut,[tuk:urmu:t],verbe,,
tukulóor,tukulo:r,nom,,
tul,tul,adjectif,,
tul,[tul],nom,,
tul,[tul],verbe,,
tulli,[tul:i],nom,,
tulli,[tul:i],verbe,,
tum,tum,nom,,
tumurànke,tumurɐŋkɛ,adjectif,,
tumurànke,tumurɐŋkɛ,nom,,
tumurànkeel,tumurɐŋkɛ:l,verbe,,
tuñ,[tuɲ],nom,,
tund,tund,nom,,
tungóom,[tuŋgo:m],verbe,,
tungune,tuŋgunɛ,nom,,
tunguné,[tuŋgune],nom,,
tuñ-tuñi,[tuɲtuɲi],verbe,,
tuŋlu,tuŋlu,verbe,,
tupp-tupp,[tup:tup:],nom,,
tuq,[tuq],nom,,
tur,[tur],nom,,
turandoo,[turʌndɔ:],nom,,
turki,[turki],nom,,
turné,[turne],nom,,
tus,tus,,,
tus,[tus],nom,,
tusngal,[tusŋʌl],nom,,
tusngal,tusŋgɐl,verbe,,
tusngalu,tusŋgɐlu,adjectif,,
tut,[tut],nom,,
tutti,[tut:i],verbe,,
tuub,[tu:b],verbe,,
tuuba,[tu:bʌ],nom,,
Tuuba,tu:bɐ,nom,,
tuubeen,tu:bɛ:n,nom,,
tuubéen,[tu:be:n],nom,,
tuuf,[tu:f],verbe,,
tuufa,tu:fɐ,nom,,
tuufaay,[tu:fa:j],nom,,
tuug,,,,
tuuk,tu:kʰ,,,
tuuk,[tu:k],interjection,,
tuuma,[tu:mʌ],nom,,
tuumaal,[tu:ma:l],verbe,,
tuur,[tu:r],nom,,
tuur,[tu:r],verbe,,
tuur-ndox,,,,
tuuru,tu:ru,adjectif,,
tuuru,[tu:ru],verbe,,
tuus,tu:s,verbe,,
tuut,[tu:t],nom,,
tuutal,tu:tɐl,verbe,,
tuuti,tu:ti,adjectif,,
tuuti,[tu:ti],nom,,
tuuti,[tu:ti],verbe,,
tuwaalet,tuwɐ:lɛtʰ,nom,,
tuwaaletu,tuwɐ:lɛtu,verbe,,
tux,[tux],,,
tuyaaba,[tuja:bʌ],nom,,
tuyy /né/,[tuj:],coverbe,,
ub,[ub],verbe,,
ubale,[ubʌle],verbe,,
ubbale,ub:ɐlɛ,verbe,,
ubbe,ub:ɛ,adjectif,,
ubbi,[ub:i],verbe,,
ubbiku,ub:iku,adjectif,,
ubbite,ub:itɛ,nom,,
ubéer,[ube:r],nom,,
um,[um],verbe,,
ump,[ump],verbe,,
umpaañ,[umpa:ɲ],nom,,
umpale,umpɐlɛ,verbe,,
umu,umu,adjectif,,
umu,[umu],verbe,,
un,un,nom,,
unk,[uŋk],nom,,
upp,ʔupʰ,,,
upp,[up:],verbe,,
uppu,ʔup:u,verbe,,
uppukaay,[up:uka:j],nom,,
urmbal,[urmbʌl],nom,,
ustaas,ustɐ:s,nom,,
ut,ut,verbe,,
uude,u:dɛ,nom,,
uudé,[u:de],nom,,
uul,u:l,nom,,
uum,u:m,adjectif,,
uum,[u:m],verbe,,
waa,[wa:],nom,,
waabajiiba,,,,
waaf,[wa:f],verbe,,
waaj,[wa:ɉ],nom,,
waaj,[wa:ɉ],verbe,,
waajtaay,[wa:ɉta:j],nom,,
waajur,,,,
waajur,[wa:ɉur],nom,,
waal,,,,
waalo,,,,
waame,,,,
waame,[wa:me],nom,,
waañ,,,,
waañ,[wa:ɲ],nom,,
waane,,,,
waane,[wa:ne],verbe,,
waanew,,,,
waaŋ-waaŋ,,,,
waaŋ-waaŋ,[wa:ŋwa:ŋ],nom,,
waar,,,,
waar,[wa:r],nom,,
waar,[wa:r],verbe,,
waaraate,,,,
waaru,,,,
waas,,,,
waas,[wa:s],nom,,
waas,[wa:s],verbe,,
waasintóor,,,,
waasintóor,[wa:sinto:r],nom,,
waaso,,,,
waat,,,,
waat,[wa:t],verbe,,
waaw,[wa:w],,,
waaw,[wa:w],interjection,,
waaw,[wa:w],nom,,
waaw,[wa:w],verbe,,
waaw-goor,,,,
waaw-kumba,,,,
waax,,,,
waax,[wa:x],nom,,
waaxañ-waaxañ,[wa:xʌɲwa:xʌɲi],nom,,
waaxañ-waaxañi,[wa:xʌɲwa:xʌɲi],verbe,,
waaxu,,,,
waaxu,[wa:xu],verbe,,
waay,,,,
waay,[wa:j],interjection,,
waay,[wa:j],nom,,
waaye,,,,
waaye,[wa:je],conjonction,,
waay-yàlla,,,,
wacc,[wʌc:],verbe,,
wàcc,[wac:],verbe,,
wàccaay,,nom,,
wàcce,,verbe,,
waccu,wɐc:u,nom,,
waccu,[wʌc:u],verbe,,
wadala,,,,
wadala,[wdl],nom,,
wadd,[wʌd:],verbe,,
waga,,,,
wagajaane,wɐgɐɟɐ:nɛ,verbe,,
wagasu,wɐgɐsu,verbe,,
wagg,[wʌg:],verbe,,
wago,[wʌgɔ],nom,,
wajan,[wʌjn],nom,,
wàjj,[waɉ:],nom,,
wàjj,[waɉ:],verbe,,
wàjji,[waɉ:i],nom,,
wàjji,[waɉ:i],verbe,,
wàkk,,verbe,,
wàkkarci,,verbe,,
wàkkirlu,[wak:irlu],verbe,,
wal,[wʌl],nom,,
wal,[wʌl],verbe,,
walaakaana,wɐlɐ:kɐ:nɐ,adjectif,,
walaakaana,[wʌla:ka:nʌ],nom,,
walaat,[wʌla:t],nom,,
walangaan,wɐlɐŋgɐ:n,verbe,,
walawokkin,[wʌlwɔk:in],nom,,
walbati,wɐlbɐti,,,
walbati,[wʌlbti],verbe,,
walbatiku,wɐlbɐtiku,verbe,,
walbit /né/,[wʌlbit],coverbe,,
wale,wɐlɛ,adjectif,,
wale,[wʌle],verbe,,
waliis,,,,
waliis,[wʌli:s],nom,,
waliis,wɐli:s,verbe,,
waliyu,[wʌliju],nom,,
wall,[wʌl:],nom,,
wall,,verbe,,
wàll,,,,
wàll,[wal:],nom,,
wàll,[wal:],verbe,,
walla,wɐl:ɐ,,,
walla,[wʌl:],conjonction,,
wàlla,,,,
wallaay,wɐl:ɐ:y,,,
wallaay,[wʌl:a:j],interjection,,
wallax,wɐl:ɐx,verbe,,
wallax-njaan,[wʌlxnɉa:n],nom,,
wàlle,[wal:e],verbe,,
wallet,[wʌl:et],nom,,
wàlli,[wal:i],verbe,,
wàlliyaan,,,,
wàlliyaan,[wal:ija:n],nom,,
walliyu,,,,
wàlliyu,[wal:iju],nom,,
wañ,,,,
wañ,[wʌɲ],verbe,,
wañaar,[wʌɲa:r],verbe,,
wañaaru,,adjectif,,
wanaasu,,verbe,,
wanag,,,,
wanag,[wʌng],nom,,
wañax,[wʌɲʌx],verbe,,
wànde,[wande],conjonction,,
wànde,[wande],verbe,,
wàngarñi,[waŋgʌrɲi],verbe,,
wann,[wʌn:],verbe,,
waññ,[wʌɲ:],verbe,,
waññaar,,verbe,,
waññent,,nom,,
wànnent,[wan:ent],nom,,
wànnent,[wan:ent],verbe,,
waññi,[wʌɲ:i],verbe,,
wàññi,[waɲ:i],verbe,,
wàññiku,,adjectif,,
waññ-sanni,,verbe,,
wànq,[waŋq],nom,,
wànqi,[waŋqi],verbe,,
wantaay,,nom,,
wante,,,,
wànte,[wante],conjonction,,
wanteer,,verbe,,
wànteer,[wante:r],nom,,
wànteer,[wante:r],verbe,,
waŋ,,adjectif,,
waŋ,[wʌŋ],nom,,
waŋ,[wʌŋ],verbe,,
waŋŋ,[wʌŋ:],nom,,
waŋŋeetu,[wʌŋ:e:tu],verbe,,
waŋŋ /né/,[wʌŋ:],coverbe,,
wàpp /né/,[wap:],coverbe,,
waq,,nom,,
wàq,[waq],nom,,
waqet,,,,
wàqi,[waqi],verbe,,
war,,,,
war,[wʌr],verbe,,
waraañ,,nom,,
waral,,,,
waral,,nom,,
waral,[wʌrʌl],verbe,,
warale,[wʌrʌle],nom,,
warangi,[wʌrʌŋgi],verbe,,
warasu,,adjectif,,
warax,[wʌrʌx],verbe,,
wareef,[wʌre:f],nom,,
warga,[wʌrgʌ],nom,,
warngal,[wʌrŋgʌl],nom,,
waru,[wʌru],nom,,
warugar,,,,
warwaraan,,nom,,
was,[wʌs],nom,,
wasaare,,verbe,,
wasal,,nom,,
wasalaam,,,,
wasila,,nom,,
wasin,,nom,,
wasin,[wʌsin],verbe,,
wasin-wees,[wʌsinwe:s],nom,,
waslu-àq,,verbe,,
waste,[wʌste],nom,,
wat,[wʌt],nom,,
wat,[wʌt],verbe,,
wataboor,,,,
wataboor,[wʌtʌbɔ:r],nom,,
watat,,verbe,,
watatu,,,,
wat-baŋ,,,,
wateef,[wʌte:f],nom,,
watiir,[wʌti:r],nom,,
watiit,[wʌti:t],nom,,
watit,,nom,,
watt,[wʌt:],verbe,,
wattal,[wʌt:ʌl],nom,,
wattu,[wʌt:u],verbe,,
watu,,,,
watu,,adjectif,,
wax,[wʌx],nom,,
wax,[wʌx],verbe,,
waxaale,[wʌxa:le],,,
waxaale,[wʌxa:le],nom,,
waxaale,,verbe,,
waxambaane,[wʌxʌmba:ne],nom,,
waxande,,nom,,
waxandoor,,nom,,
waxatuma,,,,
waxin,,nom,,
waxi-noppi,,,,
wax-set,,nom,,
waxset,[wʌxset],nom,,
waxtaan,[wʌxta:n],,,
waxtaan,[wʌxta:n],nom,,
waxtaan,,verbe,,
waxtéef,[wʌxte:f],nom,,
waxtu,,,,
waxtu,[wʌxtu],nom,,
waxtu,[wʌwtu],verbe,,
waxu,[wʌxu],nom,,
waxu,,verbe,,
way,,adjectif,,
way,[wʌj],verbe,,
wayadi,,adjectif,,
wayal,,verbe,,
wayndare,,nom,,
wayu,[wʌju],nom,,
wayu,[wʌju],verbe,,
we,[we],nom,,
we,[we],verbe,,
wecc,,,,
wecc,[wec:],coverbe,,
wëcc,[wəc:],verbe,,
weccee,[wec:e:],verbe,,
weccet,[wec:et],nom,,
wecci,[wec:i],verbe,,
weccikoo,[wec:ikɔ:],verbe,,
weccit,[wec:it],nom,,
weccoo,,verbe,,
weddamloo,,verbe,,
weddi,[wed:i],verbe,,
wéddi,[wed:i],verbe,,
weej,[weɉ],verbe,,
weeje,,verbe,,
ween,[we:n],nom,,
weer,[we:r],nom,,
weer,[we:r],verbe,,
wéer,[we:r],verbe,,
wéeru,,verbe,,
wees,[we:s],verbe,,
weesaloo,[we:sʌlɔ:],verbe,,
weesu,,verbe,,
wéet,,adjectif,,
wéet,[we:t],verbe,,
weex,,adjectif,,
weex,[we:x],verbe,,
weexal,[we:xʌl],nom,,
weexal,[we:xʌl],verbe,,
wef,[wef],verbe,,
weg,[weg],verbe,,
wëgëj /né/,[wəgəɉ],coverbe,,
wëgg,[wəg:],,,
wegu,,adjectif,,
wékk,[wek:],verbe,,
wekki,[wek:i],verbe,,
wékki,,verbe,,
wékk-njugub,[wek:nɉugub],verbe,,
wel,[wel],nom,,
wel,[wel],verbe,,
welaxle,,verbe,,
wëlbati,wəlbɐti,,,
wëlbati,,verbe,,
wëlbatiku,,verbe,,
wëldu,,nom,,
wellaxle,[wel:ʌxle],,,
wëllu,,nom,,
wëlluur,,,,
welo,[welɔ],nom,,
wen,,nom,,
weñ,[weɲ],nom,,
weñ,,verbe,,
wén,[wen],nom,,
wëñ,[wəɲ],nom,,
wëndéel,[wənde:l],verbe,,
wëndeelu,,verbe,,
weñe,[weɲe],verbe,,
weng,,adjectif,,
wengal,[weŋgʌl],verbe,,
wengalu,[weŋgʌlu],verbe,,
weññi,,verbe,,
weññiku,,verbe,,
wéŋ,[weŋ],verbe,,
wéq,[weq],verbe,,
wëq,[wəq],nom,,
wëq,[wəq],verbe,,
wéqatu,,verbe,,
wéqu,[wequ],verbe,,
wér,,,,
wér,[wer],verbe,,
wër,[wər],verbe,,
wéradi,[werʌdi],nom,,
wéradi,[werʌdi],verbe,,
weranda,,nom,,
werante,[werʌnte],,,
werante,,verbe,,
werd,,verbe,,
wéree,,,,
werek-cekk,,adjectif,,
werekcekk,[werekcek:],nom,,
werekcekk,[werekcek:],verbe,,
werën,,verbe,,
wërëñ,,,,
wëréñ /né/,[wəreɲ],coverbe,,
wereyaan,[wereja:n],nom,,
wërëη,,,,
wér-gi-yaram,[wergijʌrʌm],nom,,
weri,[weri],verbe,,
wëriñ /né/,[wəriɲ],coverbe,,
wërkat,,nom,,
wërngalu,,adjectif,,
wërngël,[wərŋgəl],nom,,
werreg,[wereg],nom,,
wërsëg,[wərsəg],nom,,
wërsëgal,,verbe,,
wert,,,,
wert,[wert],verbe,,
wes,[wes],,,
wes,[wes],nom,,
wesaaroo,,verbe,,
wesaŋ,[wesʌŋ],verbe,,
wesar,,,,
wesar /né/,[wesʌr],coverbe,,
wësëm,,verbe,,
weseŋ,,adjectif,,
weseŋ,[weseŋ],verbe,,
wësin,,nom,,
wësin,,verbe,,
wet,,,,
wet,[wet],nom,,
wët,,verbe,,
wëtal,,verbe,,
wetañaamu,,verbe,,
wetare,,verbe,,
weteñ,[weteɲ],nom,,
weteñaamu,[weteɲa:mu],verbe,,
wëtiir,,nom,,
wëtt,[wət:],verbe,,
wéttal,[wet:ʌl],nom,,
wettali,,verbe,,
wéttali,[wet:ʌli],verbe,,
wéttaliku,,adjectif,,
wëtteen,,nom,,
wëttéen,[wət:e:n],nom,,
wetti,[wet:i],verbe,,
wex,,adjectif,,
wex,[wex],verbe,,
wéx,[wex],nom,,
wexaay,,nom,,
wéxéñ,[wexeɲ],nom,,
wëxëñ,,nom,,
wextan,[wextʌn],nom,,
wéy,[wej],verbe,,
wëy,[wəj],interjection,,
wéyale,[wejʌle],verbe,,
wëyëngit,,nom,,
wëyëŋ,,,,
wëyëŋ,,verbe,,
wéyëŋ /né/,[wejəŋ],coverbe,,
wicc,,,,
wicc,[wic:],verbe,,
wiccax,[wic:ʌx],verbe,,
wiccaxu,,verbe,,
wicc-wicc,[wic:wic:],nom,,
wicc-wiccal,,verbe,,
wif /né/,[wif],coverbe,,
wiir,[wi:r],nom,,
wiiri,[wi:ri],verbe,,
wird,,nom,,
