ID,Mot_Vedette,Prononciation,Catégorie_Grammaticale,Classe_Nominale,Sens_ID,Définition,Traduction_Française,Catégorie_Grammaticale_Traduction_Française_Mot_Vedette,Phrase_Illustration,Traduction_Française_Phrase_Illustration
toqental1,toqental,tɔqɛntɐl,waxe-jëfin,,toqental1_1,,faire boire à compte goutte,verbe,,
toqi1,toqi,tɔqi,waxe-nekkin,,toqi1_1,,se lasser d'un effort musculaire,nom,,
torox1,torox,tɔrɔx,waxe-nekkin,,torox1_1,,être humilier,verbe,,
toroxal1,toroxal,tɔrɔxɐl,waxe-jëfin,,toroxal1_1,,humilier,verbe,,
toroxlu1,toroxlu,tɔrɔxlu,waxe-jëfin,,toroxlu1_1,,se rendre humble,verbe,,
toroxte1,toroxte,tɔrɔxtɛ,turu bokkaale,j-,toroxte1_1,,humiliation,nom,,
tos1,tos,tɔs,turu bokkaale,g-,tos1_1,,"fumier, engrais",nom,,
toskare1,toskare,tɔskɐrɛ,turu bokkaale,j-,toskare1_1,,misère,nom,,
toskare1,toskare,tɔskɐrɛ,waxe-nekkin,,toskare1_1,,être misèrable,verbe,,
toxal1,toxal,tɔxɐl,waxe-jëfin,,toxal1_1,,"déplacer, transférer",verbe,,
toxoñ1,toxoñ,tɔxɔɲ,waxe-jëfin,,toxoñ1_1,,frotter les yeux avec les mains,verbe,,
toxoñu1,toxoñu,tɔxɔɲu,waxe-jëfin,,toxoñu1_1,,se frotter les yeux avec les mains,verbe,,
toxoro1,toxoro,tɔxɔrɔ,turu bokkaale,g-,toxoro1_1,,flûte,nom,,
toxu1,toxu,tɔxu,waxe-jëfin,,toxu1_1,,déménager,verbe,,
toyaay1,toyaay,tɔyɐ:y,turu bokkaale,b-,toyaay1_1,,humidité,nom,,
tubaab1,tubaab,tubɐ:bʰ,turu bokkaale,,tubaab1_1,,personne de race blanche,nom,,
tubbi1,tubbi,tub:i,waxe-jëfin,,tubbi1_1,,renoncer à l'Islam,verbe,,
tubey1,tubey,,,,tubey1_1,,,,,
tubéy1,tubéy,tubey,turu bokkaale,j-,tubéy1_1,,"pantalon, culotte",nom,,
tudd1,tudd,tudᵊ,waxe-jëfin,,tudd1_1,,"nommer, se nommer",verbe,,
tudd1,tudd,tudᵊ,turu bokkaale,m-,tudd1_1,,baptême,nom,,
tuddante1,tuddante,tudɐntɛ,waxe-jëfin,,tuddante1_1,,s'adresser mutuellement la parole,verbe,,
tudde1,tudde,tud:ɛ,waxe-jëfin,,tudde1_1,,donner un nom,verbe,,
tuddeeful1,tuddeeful,tud:ɛ:ful,turu bokkaale,j-,tuddeeful1_1,,ascaris,nom,,
tuddu_ma_laa_mbaay1,tuddu ma laa mbaay,tudumɐlɐ:mbɐ:y,turu bokkaale,m-,tuddu_ma_laa_mbaay1_1,,serpent,nom,,
tugal1,tugal,tugɐl,turu bokkaale,,tugal1_1,,Europe,nom,,
tukkal1,tukkal,tuk:ɐl,waxe-nekkin,,tukkal1_1,,être en rut,verbe,,
tukkal1,tukkal,tuk:ɐl,turu bokkaale,g-,tukkal1_1,,dromadaire,nom,,
tukkee1,tukkee,tuk:ɛ:,waxe-jëfin,,tukkee1_1,,émaner de,verbe,,
tukki1,tukki,tuk:i,turu bokkaale,b-,tukki1_1,,voyage,nom,,
tukki1,tukki,tuk:i,waxe-jëfin,,tukki1_1,,voyager,verbe,,
tukulóor1,tukulóor,tukulo:r,turu bopp,,tukulóor1_1,,nom d'éthnie,nom,,
tukulóor1,tukulóor,tukulo:r,turu bokkaale,b-,tukulóor1_1,,un membre de l'éthnie Tukulóor,nom,,
tul1,tul,tul,waxe-nekkin,,tul1_1,,être invulnérable,verbe,,
tul1,tul,tul,turu bokkaale,j-,tul1_1,,potion qui rend invulnérable,nom,,
tulli1,tulli,tul:i,waxe-jëfin,,tulli1_1,,donner le rythme pour le tam-tam,verbe,,
tum1,tum,tum,turu bokkaale,b-,tum1_1,,canne d'aveugle,nom,,
tumurànke1,tumurànke,tumurɐŋkɛ,turu bokkaale,g-,tumurànke1_1,,dépaysement,nom,,
tumurànke1,tumurànke,tumurɐŋkɛ,waxe-nekkin,,tumurànke1_1,,être hors de son milieu naturel,verbe,,
tumurànkeel1,tumurànkeel,tumurɐŋkɛ:l,waxe-jëfin,,tumurànkeel1_1,,traiter en tarent pauvre,verbe,,
tuñ1,tuñ,tuɲ,turu bokkaale,m-,tuñ1_1,,lèvre,nom,,
tund1,tund,tund,turu bokkaale,w-,tund1_1,,dune,nom,,
tungóom1,tungóom,tuŋgo:m,waxe-jëfin,,tungóom1_1,,porter à califouchon sur les épaules,verbe,,
tungune1,tungune,tuŋgunɛ,turu bokkaale,g-,tungune1_1,,nain,nom,,
tuñ-tuñi1,tuñ-tuñi,tuɲtuɲi,waxe-jëfin,,tuñ-tuñi1_1,,chercher énergiquement,verbe,,
tuŋlu1,tuŋlu,tuŋlu,waxe-jëfin,,tuŋlu1_1,,guetter,verbe,,
tuq1,tuq,tuq,turu bokkaale,s-,tuq1_1,,petit mortier,nom,,
tur1,tur,tur,turu bokkaale,w-,tur1_1,,nom,nom,,
turandoo1,turandoo,turɐndɔ:,turu bokkaale,w-,turandoo1_1,,"homonyme, parrain, personne de même nom",nom,,
turki1,turki,turki,turu bokkaale,b-,turki1_1,,chemise traditionnelle,nom,,
tus1,tus,tus,turu bokkaale,g-,tus1_1,,saillie qui se forme à côté de l'auriculaire quand on ferme le poing,nom,,
tusngal1,tusngal,tusŋgɐl,waxe-jëfin,,tusngal1_1,,apliquer le khôl sur les yeux,verbe,,
tusngalu1,tusngalu,tusŋgɐlu,waxe-nekkin,,tusngalu1_1,,se maquiller les yeux avec du khôl,verbe,,
tut1,tut,tut,turu bokkaale,w-,tut1_1,,bourgeon laissé par une cicatrice,nom,,
tuub1,tuub,tu:b,waxe-jëfin,,tuub1_1,,se convertir à l'Islam,verbe,,
Tuuba1,Tuuba,tu:bɐ,turu bopp,,Tuuba1_1,,Touba(ville sainte),nom,,
tuubeen1,tuubeen,tu:bɛ:n,turu bokkaale,b-,tuubeen1_1,,personne convertie à l'Islam,nom,,
tuuf1,tuuf,tu:f,waxe-jëfin,,tuuf1_1,,instiller dans les yeux,verbe,,
tuufa1,tuufa,tu:fɐ,turu bokkaale,j-,tuufa1_1,,molusque gastéropode(Semifusus morio),nom,,
tuufaay1,tuufaay,tu:fɐ:y,turu bokkaale,l-,tuufaay1_1,,collyure,nom,,
tuuma1,tuuma,tu:mɐ,turu bokkaale,j-,tuuma1_1,,accusation,nom,,
tuumaal1,tuumaal,tu:mɐ:l,waxe-jëfin,,tuumaal1_1,,accuser,verbe,,
tuur1,tuur,tu:r,turu bokkaale,m-,tuur1_1,,totem,nom,,
tuuru1,tuuru,tu:ru,waxe-nekkin,,tuuru1_1,,être répandu,verbe,,
tuus1,tuus,tu:s,waxe-jëfin,,tuus1_1,,danser(lutteur),verbe,,
tuutal1,tuutal,tu:tɐl,waxe-jëfin,,tuutal1_1,,rabaisser une personne,verbe,,
tuuti1,tuuti,tu:ti,waxe-nekkin,,tuuti1_1,,être petit,verbe,,
tuwaalet1,tuwaalet,tuwɐ:lɛtʰ,turu bokkaale,b-,tuwaalet1_1,,la sape,nom,,
tuwaaletu1,tuwaaletu,tuwɐ:lɛtu,waxe-jëfin,,tuwaaletu1_1,,"s'habiller joliment, saper",verbe,,
ub1,ub,ub,waxe-jëfin,,ub1_1,,fermer,verbe,,
ubbale1,ubbale,ub:ɐlɛ,waxe-jëfin,,ubbale1_1,,envahir un espace,,,
ubbe1,ubbe,ub:ɛ,waxe-nekkin,,ubbe1_1,,être fermer,verbe,,
ubbi1,ubbi,ub:i,waxe-jëfin,,ubbi1_1,,ouvrir,verbe,,
ubbiku1,ubbiku,ub:iku,waxe-nekkin,,ubbiku1_1,,être ouvert,verbe,,
ubbite1,ubbite,ub:itɛ,turu bokkaale,b-,ubbite1_1,,ouverture,nom,,
um1,um,um,waxe-jëfin,,um1_1,,porter malchance,verbe,,
ump1,ump,umpʰ,waxe-jëfin,,ump1_1,,"échapper à la connaissance, ignorer",verbe,,
umpaañ1,umpaañ,umpɐ:ɲ,turu bokkaale,j-,umpaañ1_1,,épouse de l'oncle maternel,nom,,
umpale1,umpale,umpɐlɛ,waxe-jëfin,,umpale1_1,,"méconnaitre, ignorer",verbe,,
umu1,umu,umu,waxe-nekkin,,umu1_1,,être malchanceux,verbe,,
unk1,unk,uŋkʰ,turu bokkaale,b-,unk1_1,,gekos(Gékonodés),nom,,
upp1,upp,upᵊ,waxe-jëfin,,upp1_1,,éventer,verbe,,
uppu1,uppu,ʔup:u,waxe-jëfin,,uppu1_1,jël dara di ko yëngël ngir mën féex,éventer,verbe,Mu ngi ëppu ak këyit.,Il s'évente avec une feuille de papier.
uppu1,uppu,ʔup:u,waxe-jëfin,,uppu1_1,jël dara di ko yëngël ngir mën féex,éventer,verbe,Mu ngi ëppu ak këyit.,Il s'évente avec une feuille de papier.
uppukaay1,uppukaay,up:ukɐ:y,turu bokkaale,g-,uppukaay1_1,,éventail,nom,,
uppukaay1,uppukaay,ʔup:uka:j,turu bokkaale,b-,uppukaay1_1,lu ñuy uppoo,éventail,nom,Uppukaay bu ngand la yor.,Il a un grand éventail.
uppukaay1,uppukaay,ʔup:uka:j,turu bokkaale,b-,uppukaay1_1,lu ñuy uppoo,éventail,nom,Uppukaay bu ngand la yor.,Il a un grand éventail.
ustaas1,ustaas,ustɐ:s,turu bokkaale,b-,ustaas1_1,,maître coranique,nom,,
ut1,ut,ut,waxe-jëfin,,ut1_1,,chercher,verbe,,
uum1,uum,u:m,waxe-nekkin,,uum1_1,,avoir les dents agacés,nom,,
waa1,waa,wɐ:,turu bokkaale,j-,waa1_1,,gars,nom,,
waaf1,waaf,wɐ:f,waxe-jëfin,,waaf1_1,,se courber,verbe,,
waaj1,waaj,wɐ:ɟ,waxe-jëfin,,waaj1_1,,"se préparer, s'appréter à",verbe,,
waaj1,waaj,,waxe-jëfin,,waaj1_1,,se préparer,verbe,,
waajur1,waajur,wɐ:ɟur,turu bokkaale,j-,waajur1_1,,parent,nom,,
waal1,waal,,,,waal1_1,,obtenir un gain,,,
waane1,waane,,,,waane1_1,,être ingénieux,,,
waar1,waar,,,,waar1_1,,étonner,,,
waar1,waar,,,,waar1_1,,prêcher,,,
waaraate1,waaraate,,,,waaraate1_1,,séance de prêche,,,
waas1,waas,,,,waas1_1,,écailler,,,
waas1,waas,,,w-,waas1_1,,carpe,,,
waasintóor1,waasintóor,,,w-,waasintóor1_1,,écaille,,,
waaso1,waaso,,,w-,waaso1_1,,éthnie,,,
waax1,waax,,,y-,waax1_1,,plage,,,
waax1,waax,,,g-,waax1_1,,bambou,,,
waaxu1,waaxu,,,,waaxu1_1,,marcher vite,,,
waaye1,waaye,,,,waaye1_1,,mais,,,
waay-yàlla1,waay-yàlla,,,y-,waay-yàlla1_1,,parties génitales,,,
wacc1,wacc,wɐcᵊ,waxe-jëfin,,wacc1_1,,laisser,verbe,,
wacc1,wacc,,waxe-jëfin,,wacc1_1,,accoucher d'un mort-né,verbe,,
wàcc1,wàcc,,waxe-jëfin,,wàcc1_1,,descendre,verbe,,
wàccaay1,wàccaay,,turu bokkaale,y-,wàccaay1_1,,préparatifs,nom,,
wàcce1,wàcce,,waxe-jëfin,,wàcce1_1,,faire descendre,verbe,,
waccu1,waccu,waccu,waxe-jëfin,,waccu1_1,,vomir,verbe,,
waccu1,waccu,wɐc:u,turu bokkaale,m-,waccu1_1,,vomissement,nom,,
wadala1,wadala,,,m-,wadala1_1,,mouton croisé,,,
wadd1,wadd,wɐdᵊ,waxe-jëfin,,wadd1_1,,tomber,verbe,,
waga1,waga,,,,waga1_1,,gâle,,,
wagajaane1,wagajaane,wɐgɐɟɐ:nɛ,waxe-jëfin,y-,wagajaane1_1,,user d'un moyen ilicite,verbe,,
wagasu1,wagasu,wɐgɐsu,waxe-jëfin,,wagasu1_1,,relever les pans de ses vêtements,verbe,,
wajan1,wajan,,turu bokkaale,w-,wajan1_1,,jumenu,nom,,
wàjj1,wàjj,,waxe-jëfin,,wàjj1_1,,griller de la viande,verbe,,
wàkk1,wàkk,,waxe-jëfin,,wàkk1_1,,frapper,verbe,,
wàkkarci1,wàkkarci,,waxe-jëfin,,wàkkarci1_1,,rabattre le pan de son cache-sexe et le nouer,verbe,,
wàkkirlu1,wàkkirlu,,waxe-jëfin,,wàkkirlu1_1,,s'en remettre à Dieu,verbe,,
wal1,wal,wɐl,waxe-jëfin,,wal1_1,,couler,verbe,,
walaakaana1,walaakaana,wɐlɐ:kɐ:nɐ,waxe-nekkin,,walaakaana1_1,,être misérable,verbe,,
walaakaana1,walaakaana,wɐlɐ:kɐ:nɐ,turu bokkaale,w-,walaakaana1_1,,misérable,nom,,
walaat1,walaat,wɐlɐ:t,turu bokkaale,g-,walaat1_1,,quart de litre,nom,,
walangaan1,walangaan,wɐlɐŋgɐ:n,waxe-jëfin,,walangaan1_1,,"couler, ruisseler",verbe,,
walawokkin1,walawokkin,wɐlɐwɔk:in,turu bokkaale,w-,walawokkin1_1,,crève-la-faim,nom,,
walbati1,walbati,wɐlbɐti,waxe-jëfin,,walbati1_1,,retourner,verbe,,
walbatiku1,walbatiku,wɐlbɐtiku,waxe-jëfin,,walbatiku1_1,,se retourner,verbe,,
wale1,wale,wɐlɛ,waxe-nekkin,,wale1_1,,être vermoulu,verbe,,
waliis1,waliis,wɐli:s,waxe-jëfin,,waliis1_1,,siffler,verbe,,
waliis1,waliis,wɐli:s,turu bokkaale,w-,waliis1_1,,valise,nom,,
wall1,wall,wɐlᵊ,turu bokkaale,g-,wall1_1,,secours,nom,,
wall1,wall,,waxe-jëfin,,wall1_1,,secourir,verbe,,
wàll1,wàll,,turu bokkaale,w-,wàll1_1,,part,nom,,
wàll1,wàll,,,,wàll1_1,,contaminer,verbe,,
walla1,walla,wɐl:ɐ,jotalekaay,,walla1_1,,ou bien,conjonction de coordination,,
wàlla1,wàlla,,tegtal-waxe,,wàlla1_1,,au-delà,adverbe,,
wallax1,wallax,wɐl:ɐx,waxe-jëfin,,wallax1_1,,écoper,verbe,,
wallax-njaan1,wallax-njaan,wɐl:axɲɟɐ:n,turu bokkaale,w-,wallax-njaan1_1,,larve de moustique,nom,,
wàlle1,wàlle,,waxe-jëfin,,wàlle1_1,,contaminer,verbe,,
wallet1,wallet,wɐl:et,turu bokkaale,w-,wallet1_1,,varièté de nièbe,nom,,
wàlliyaan1,wàlliyaan,,,,wàlliyaan1_1,,aller assister à des manifestations,verbe,,
wàlliyu1,wàlliyu,,turu bokkaale,,wàlliyu1_1,,saint,nom,,
wañ1,wañ,,,,wañ1_1,,essorer,verbe,,
wañaaru1,wañaaru,,waxe-nekkin,,wañaaru1_1,,être tordu,verbe,,
wanag1,wanag,wɐnɐg,turu bokkaale,w-,wanag1_1,,toilettes,nom,,
wanag1,wanag,,,,wanag1_1,,,,,
wanag1,wanag,,,,wanag1_1,,arrière-cour,,,
waññaar1,waññaar,,waxe-jëfin,,waññaar1_1,,tordre,verbe,,
waññent1,waññent,,turu bokkaale,,waññent1_1,,diminution,nom,,
wàññi1,wàññi,,waxe-jëfin,,wàññi1_1,,défalquer,nom,,
wàññiku1,wàññiku,,waxe-nekkin,,wàññiku1_1,,être réduit,verbe,,
waññ-sanni1,waññ-sanni,,waxe-jëfin,,waññ-sanni1_1,,compter à rebours,verbe,,
wànq1,wànq,,turu bokkaale,w-,wànq1_1,,cantharide,nom,,
wantaay1,wantaay,,turu bokkaale,g-,wantaay1_1,,épounantail,nom,,
wante1,wante,,jotalekaay,,wante1_1,,mais,conjonction de coordination,,
wanteer1,wanteer,,waxe-jëfin,,wanteer1_1,,solder,verbe,,
waŋ1,waŋ,,waxe-nekkin,,waŋ1_1,,avoir de grosses fesses,verbe,,
waŋ1,waŋ,,turu bokkaale,j-,waŋ1_1,,proéminance accusés des fesses,nom,,
waŋŋeetu1,waŋŋeetu,,waxe-jëfin,,waŋŋeetu1_1,,projeter quelqu'un par une cabriole,verbe,,
waq1,waq,,turu bokkaale,w-,waq1_1,,cheville,nom,,
wàqi1,wàqi,,waxe-jëfin,,wàqi1_1,,creuser avec la main,verbe,,
war1,war,,waxe,,war1_1,,devoir,verbe,,
war1,war,,waxe-jëfin,,war1_1,,monter,verbe,,
waraañ1,waraañ,,turu bokkaale,w-,waraañ1_1,,varièté de poisson,nom,,
waral1,waral,,waxe,,waral1_1,,être la raison de,verbe,,
waral1,waral,,turu bokkaale,g-,waral1_1,,noce,nom,,
warasu1,warasu,,waxe-nekkin,,warasu1_1,,être rabourgri,verbe,,
warax1,warax,,waxe-jëfin,,warax1_1,,avaler,verbe,,
wareef1,wareef,,turu bokkaale,w-,wareef1_1,,devoir,nom,,
warga1,warga,,turu bokkaale,w-,warga1_1,,thé,nom,,
waru1,waru,,turu bokkaale,w-,waru1_1,,lanière de sandale qui passe entre les orteils,nom,,
warwaraan1,warwaraan,,turu bokkaale,w-,warwaraan1_1,,scolopendre,nom,,
was1,was,,turu bokkaale,w-,was1_1,,pières sur lesquelles repose la marmi,nom,,
wasaare1,wasaare,,waxe-jëfin,,wasaare1_1,,"divulguer, répandre",verbe,,
wasal1,wasal,,turu bokkaale,w-,wasal1_1,,sperme,nom,,
wasalaam1,wasalaam,,baat-kàddu,,wasalaam1_1,,paix sur vous,interjection,,
wasila1,wasila,,turu bokkaale,w-,wasila1_1,,guide spirituel,nom,,
wasin1,wasin,,turu bokkaale,w-,wasin1_1,,femme qui vient d'accoucher,nom,,
wasin1,wasin,,waxe-jëfin,,wasin1_1,,accoucher,verbe,,
waslu-àq1,waslu-àq,,waxe-jëfin,,waslu-àq1_1,,s'aquitter d'une obligation,verbe,,
wat1,wat,,waxe-jëfin,,wat1_1,,raser,verbe,,
wataboor1,wataboor,,,,wataboor1_1,,viande du jour,nom,,
watat1,watat,,waxe-jëfin,,watat1_1,,traîner,verbe,,
watatu1,watatu,,,,watatu1_1,,se traîner,verbe,,
wateef1,wateef,,turu bokkaale,g-,wateef1_1,,coiffure,nom,,
watit1,watit,,turu bokkaale,w-,watit1_1,,trace,nom,,
wattu1,wattu,,waxe-jëfin,,wattu1_1,,surveiller,verbe,,
wattu1,wattu,,waxe-jëfin,,wattu1_1,,maitrîser,verbe,,
watu1,watu,,waxe-nekkin,,watu1_1,,se raser,verbe,,
wax1,wax,,waxe-jëfin,,wax1_1,,parler,verbe,,
wax1,wax,,turu bokkaale,j-,wax1_1,,parole,nom,,
waxaale1,waxaale,,waxe-jëfin,,waxaale1_1,,marchander,verbe,,
waxaale1,waxaale,,turu bokkaale,b-,waxaale1_1,,marchandage,nom,,
waxambaane1,waxambaane,,turu bokkaale,w-,waxambaane1_1,,jeune homme,nom,,
waxande1,waxande,,turu bokkaale,w-,waxande1_1,,malle,nom,,
waxandoor1,waxandoor,,turu bokkaale,w-,waxandoor1_1,,thon,nom,,
waxatuma1,waxatuma,,jotalekaay,,waxatuma1_1,,à plus forte raison,locution conjonctive,,
waxin1,waxin,,turu bokkaale,w-,waxin1_1,,facon de parler,nom,,
waxi-noppi1,waxi-noppi,,tegtal-waxe,,waxi-noppi1_1,,"non plus, à plus forte raison",adverbe,,
wax-set1,wax-set,,turu bokkaale,w-,wax-set1_1,,première phase de l'hivernage,nom,,
waxtaan1,waxtaan,,waxe-jëfin,,waxtaan1_1,,discuter,verbe,,
waxtu1,waxtu,,waxe-jëfin,,waxtu1_1,,soliloquer,verbe,,
waxu1,waxu,,waxe-jëfin,,waxu1_1,,angine,nom,,
way1,way,,waxe-jëfin,,way1_1,,être coagulé,verbe,,
way1,way,,waxe-nekkin,,way1_1,,être ingénieux,verbe,,
wayadi1,wayadi,,waxe-nekkin,,wayadi1_1,,être cinglé,verbe,,
wayal1,wayal,,waxe-jëfin,,wayal1_1,,faire coaguler,verbe,,
wayndare1,wayndare,,turu bokkaale,y-,wayndare1_1,,livres de culture,nom,,
we1,we,,waxe-jëfin,,we1_1,,brancher,verbe,,
weccet1,weccet,,turu bokkaale,w-,weccet1_1,,monnaie,nom,,
wecci1,wecci,,waxe-jëfin,,wecci1_1,,changer(monnaie),verbe,,
weccoo1,weccoo,,waxe-jëfin,,weccoo1_1,,échanger mutuellement,verbe,,
weddamloo1,weddamloo,,waxe-jëfin,,weddamloo1_1,,réduire au silence,verbe,,
weddi1,weddi,,waxe-jëfin,,weddi1_1,,nier,verbe,,
weeje1,weeje,,waxe-jëfin,,weeje1_1,,divulguer un secret,verbe,,
ween1,ween,,turu bokkaale,w-,ween1_1,,sein,nom,,
weer1,weer,,turu bokkaale,w-,weer1_1,,lune,nom,,
weer1,weer,,waxe-jëfin,,weer1_1,,exposer au soleil,verbe,,
weer1,weer,,turu bokkaale,w-,weer1_1,,mois,nom,,
weer1,weer,,waxe-jëfin,,weer1_1,,exposer les défauts d'une personne en public,verbe,,
wéer1,wéer,,waxe-jëfin,,wéer1_1,,poser contre,verbe,,
wéeru1,wéeru,,waxe-jëfin,,wéeru1_1,,s'adosser contre,verbe,,
wéet1,wéet,,waxe-nekkin,,wéet1_1,,être seul,verbe,,
weex1,weex,,waxe-nekkin,,weex1_1,,être blanc,verbe,,
weexal1,weexal,,waxe-jëfin,,weexal1_1,,blanchir,verbe,,
wef1,wef,,waxe-jëfin,,wef1_1,,arracher les plumes,verbe,,
weg1,weg,,waxe-jëfin,,weg1_1,,respecter,verbe,,
wegu1,wegu,,waxe-nekkin,,wegu1_1,,être respectable,verbe,,
wékk1,wékk,,waxe-jëfin,,wékk1_1,,accrocher,verbe,,
wekki1,wekki,,waxe-jëfin,,wekki1_1,,décrocher,verbe,,
wékki1,wékki,,waxe-jëfin,,wékki1_1,,décrocher,verbe,,
wel1,wel,,turu bokkaale,w-,wel1_1,,renard,nom,,
welaxle1,welaxle,,waxe-jëfin,,welaxle1_1,,regarder dans tous les sens,verbe,,
wëlbati1,wëlbati,,waxe-jëfin,,wëlbati1_1,,retourner,verbe,,
wëlbatiku1,wëlbatiku,,waxe-jëfin,,wëlbatiku1_1,,se retourner,verbe,,
wëldu1,wëldu,,turu bokkaale,w-,wëldu1_1,,race de cheval,nom,,
wen1,wen,,turu bokkaale,g-,wen1_1,,palissandre,nom,,
weñ1,weñ,,turu bokkaale,w-,weñ1_1,,mouche,verbe,,
weñ1,weñ,,turu bokkaale,g-,weñ1_1,,fer,nom,,
weñ1,weñ,,waxe-jëfin,,weñ1_1,,"tordre, essorer",verbe,,
wëñ1,wëñ,,turu bokkaale,g-,wëñ1_1,,fil,nom,,
wëndéel1,wëndéel,,waxe-jëfin,,wëndéel1_1,,faire tournoyer,verbe,,
weng1,weng,,waxe-nekkin,,weng1_1,,être incliné,verbe,,
wengal1,wengal,,waxe-jëfin,,wengal1_1,,incliner,verbe,,
weññi1,weññi,,waxe-jëfin,,weññi1_1,,retourner quelqu'un,verbe,,
weññi1,weññi,,waxe-jëfin,,weññi1_1,,compter,verbe,,
weññiku1,weññiku,,waxe-jëfin,,weññiku1_1,,rebrousser chemin,verbe,,
wéq1,wéq,,waxe-jëfin,,wéq1_1,,donner un coup de patte,verbe,,
wéqatu1,wéqatu,,waxe-jëfin,,wéqatu1_1,,se débattre en lançant des coups de pieds,verbe,,
wér1,wér,,,,wér1_1,,être en bonne santé,,,
wér1,wér,,,,wér1_1,,être véridique,,,
weranda1,weranda,,turu bokkaale,b-,weranda1_1,,véranda,nom,,
werante1,werante,,waxe-jëfin,,werante1_1,,polémiquer,verbe,,
werek-cekk1,werek-cekk,,waxe-nekkin,,werek-cekk1_1,,insomnie,nom,,
werën1,werën,,waxe-jëfin,,werën1_1,,chauffer des épis de mil,verbe,,
wërëñ1,wërëñ,,tegtal-waxe,,wërëñ1_1,,manière de se retourner brusquement,adverbe,,
wereyaan1,wereyaan,,turu bokkaale,g-,wereyaan1_1,,nom d'herbe(commelina forskalaei),nom,,
wér-gi-yaram1,wér-gi-yaram,,turu bokkaale,g-,wér-gi-yaram1_1,,santé,nom,,
weri1,weri,,waxe-jëfin,,weri1_1,,reprendre ce qui était exposé au soleil,verbe,,
wërkat1,wërkat,,turu bokkaale,b-,wërkat1_1,,vagabond,nom,,
wërngalu1,wërngalu,,waxe-nekkin,,wërngalu1_1,,être circulaire,verbe,,
wërngël1,wërngël,,turu bokkaale,g-,wërngël1_1,,cercle,nom,,
wërsëg1,wërsëg,,turu bokkaale,w-,wërsëg1_1,,fortune,nom,,
wërsëgal1,wërsëgal,,waxe-jëfin,,wërsëgal1_1,,gratifier de,nom,,
wësëm1,wësëm,,waxe-jëfin,,wësëm1_1,,flamber,verbe,,
weseŋ1,weseŋ,,waxe-nekkin,,weseŋ1_1,,être sec,verbe,,
wësin1,wësin,,waxe-jëfin,,wësin1_1,,accoucher,verbe,,
wësin1,wësin,,turu bokkaale,w-,wësin1_1,,femme qui vient d'accoucher,nom,,
wet1,wet,,,g-,wet1_1,,côté,,,
wëtal1,wëtal,,waxe-jëfin,,wëtal1_1,,faire paître,verbe,,
wetañaamu1,wetañaamu,,waxe-jëfin,,wetañaamu1_1,,aborder avec circonspection,verbe,,
wetare1,wetare,,waxe-jëfin,,wetare1_1,,troquer,verbe,,
weteñ1,weteñ,,turu bokkaale,w-,weteñ1_1,,tique,nom,,
wëtiir1,wëtiir,,turu bokkaale,b-,wëtiir1_1,,calèche,nom,,
wéttal1,wéttal,,turu bokkaale,w-,wéttal1_1,,compagnie,nom,,
wettali1,wettali,,waxe-jëfin,,wettali1_1,,tenir compagnie,verbe,,
wéttali1,wéttali,,waxe-jëfin,,wéttali1_1,,tenir compagnie,verbe,,
wéttaliku1,wéttaliku,,waxe-nekkin,,wéttaliku1_1,,avoir de la de la compagnie,verbe,,
wëtteen1,wëtteen,,turu bokkaale,w-,wëtteen1_1,,coton,nom,,
wetti1,wetti,,waxe-jëfin,,wetti1_1,,racler la sueur avec les doigts,verbe,,
wex1,wex,,waxe-nekkin,,wex1_1,,être amer,verbe,,
wexaay1,wexaay,,turu bokkaale,,wexaay1_1,,amertume,nom,,
wextan1,wextan,,turu bokkaale,w-,wextan1_1,,bile,nom,,
wéy1,wéy,,waxe-jëfin,,wéy1_1,,s'en aller,verbe,,
wëyëngit1,wëyëngit,,turu bokkaale,w-,wëyëngit1_1,,granule de couscous,nom,,
wëyëŋ1,wëyëŋ,,tegtal-waxe,,wëyëŋ1_1,,desert,adverbe,,
wiccax1,wiccax,,waxe-jëfin,,wiccax1_1,,secouer,verbe,,
wiccaxu1,wiccaxu,,waxe-jëfin,,wiccaxu1_1,,se débattre,verbe,,
wiiri1,wiiri,,waxe-jëfin,,wiiri1_1,,faire un détour,verbe,,
wis1,wis,,waxe-jëfin,,wis1_1,,donner une rallonge à une vente,verbe,,
witt1,witt,,waxe-jëfin,,witt1_1,,cueillir,verbe,,
wodd1,wodd,,waxe-jëfin,,wodd1_1,,vêtir,verbe,,
woddu1,woddu,,waxe-jëfin,,woddu1_1,,se vêtir,verbe,,
wogasu1,wogasu,,waxe-jëfin,,wogasu1_1,,remonter les pans de ses propres habits,verbe,,
wogg1,wogg,,turu bokkaale,w-,wogg1_1,,motte de couscous,nom,,
wokk1,wokk,,waxe-jëfin,,wokk1_1,,grâtter,verbe,,
wokkatu1,wokkatu,,waxe-jëfin,,wokkatu1_1,,se grâtter,verbe,,
wol1,wol,,waxe-jëfin,,wol1_1,,moudre,verbe,,
wol1,wol,,waxe-jëfin,,wol1_1,,gonffler avec la bouche,verbe,,
wollamiku1,wollamiku,,waxe-nekkin,,wollamiku1_1,,être locace,verbe,,
wolli1,wolli,,waxe-jëfin,,wolli1_1,,dimunuer l'abondance de l'herbe,verbe,,
wollu1,wollu,,waxe-jëfin,,wollu1_1,,secourir,verbe,,
